admin2,admin3,admin4,admin5,admin6,amount
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,"Districts, towns, villages (communities) planning/development",532084.94
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Executive authorities under the local public administration authorities,653213.2799999999
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Libraries,53528.38
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Local public administration authorities reserves fund,30120.0
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Net lending,-1392.18
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Orphanages,59136.17
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Other social support and care actions and facilities,21600.0
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Physical education and sports,5200.0
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Physical education and sports facilities,119688.54
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Preschool facilities,1624213.79
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Production Department of the utilities office and for the housing operation office,30722.0
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Roads office,125338.47
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Support for the young teaching staff from rural areas,474.0
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,Youth activities,2400.0
District Council Telenesti,NO DATA,Mayoralty of Banesti,NO DATA,other costs,3156.0
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Centralized accounting offices,2033.27
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",118807.27
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,"Districts, towns, villages (communities) planning/development",13091.0
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Environment funds,5499976.5
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Executive authorities under the local public administration authorities,409065.06
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Libraries,15690.07
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Local public administration authorities reserves fund,6100.0
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Orphanages,66263.86
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Other social support and care actions and facilities,32100.0
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Physical education and sports,6100.0
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Preschool facilities,256604.3
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Production Department of the utilities office and for the housing operation office,24500.0
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,Youth activities,500.0
District Council Telenesti,NO DATA,Mayoralty of Bogzesti,NO DATA,other costs,31742.12
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,Administrative-military activities,11000.0
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,Centralized accounting offices,32881.05
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,"Culture palaces and houses, clubs and other similar facilities",322614.99
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,"Districts, towns, villages (communities) planning/development",33895.09
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,Executive authorities under the local public administration authorities,515595.95
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,Libraries,79697.37000000001
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,Local public administration authorities reserves fund,22420.0
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,Other social support and care actions and facilities,18232.0
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,Physical education and sports,9700.0
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,Preschool facilities,1322826.3399999999
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,Youth activities,2100.0
District Council Telenesti,NO DATA,Mayoralty of Brinzenii Noi,NO DATA,other costs,14957.64
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Administrative-military activities,0.0
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Centralized accounting offices,17646.329999999998
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,"Culture palaces and houses, clubs and other similar facilities",142323.89
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,"Districts, towns, villages (communities) planning/development",78249.34
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Executive authorities under the local public administration authorities,766573.71
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Libraries,36606.68
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Local public administration authorities reserves fund,11850.0
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Orphanages,66138.28
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Other social support and care actions and facilities,46800.0
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Physical education and sports,30000.0
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Preschool facilities,1395623.23
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Roads office,0.0
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Support for the young teaching staff from rural areas,1279.8
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,Youth activities,0.0
District Council Telenesti,NO DATA,Mayoralty of Budai,NO DATA,other costs,25910.530000000002
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Administrative-military activities,4474.45
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Centralized accounting offices,23109.93
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Confessions related measures,25000.0
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",234482.40000000005
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,"Districts, towns, villages (communities) planning/development",86290.69
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Executive authorities under the local public administration authorities,509066.91000000003
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Libraries,111094.66
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Local public administration authorities reserves fund,30640.0
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Other social support and care actions and facilities,22000.0
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Physical education and sports,29498.04
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Preschool facilities,1841467.76
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Production Department of the utilities office and for the housing operation office,0.0
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,Youth activities,2400.0
District Council Telenesti,NO DATA,Mayoralty of Cazanesti,NO DATA,other costs,48678.270000000004
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Administrative-military activities,176.0
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Centralized accounting offices,2056.7599999999998
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,"Culture palaces and houses, clubs and other similar facilities",11906.97
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,"Districts, towns, villages (communities) planning/development",81257.14
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Executive authorities under the local public administration authorities,431833.39
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Libraries,39445.23
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Local public administration authorities reserves fund,709.0
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Other social support and care actions and facilities,9500.0
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Physical education and sports,0.0
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Preschool facilities,472683.62
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Production Department of the utilities office and for the housing operation office,23520.780000000002
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,Youth activities,670.0
District Council Telenesti,NO DATA,Mayoralty of Chisla,NO DATA,other costs,11063.58
District Council Telenesti,NO DATA,Mayoralty of Chistelnita,NO DATA,Centralized accounting offices,40472.59
District Council Telenesti,NO DATA,Mayoralty of Chistelnita,NO DATA,"Culture palaces and houses, clubs and other similar facilities",238208.26
District Council Telenesti,NO DATA,Mayoralty of Chistelnita,NO DATA,"Districts, towns, villages (communities) planning/development",131420.53
District Council Telenesti,NO DATA,Mayoralty of Chistelnita,NO DATA,Environment funds,992247.75
District Council Telenesti,NO DATA,Mayoralty of Chistelnita,NO DATA,Executive authorities under the local public administration authorities,583576.0000000002
District Council Telenesti,NO DATA,Mayoralty of Chistelnita,NO DATA,Libraries,79573.66
District Council Telenesti,NO DATA,Mayoralty of Chistelnita,NO DATA,Local public administration authorities reserves fund,17800.0
